show_id,id_type,title,id_director,date_added,release_year,id_rating,id_duration,description
s4103,1,Chameli,1223,2019-02-15,2004,5,36,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
s4104,1,Fatso,1248,2019-02-15,2012,5,19,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
s4105,2,Hjørdis,2377,2019-02-15,2015,3,4,"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students."
s4106,2,Larry Charles' Dangerous World of Comedy,1,2019-02-15,2019,3,4,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places."
s4107,1,Neevevaro,2378,2019-02-15,2018,5,92,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
s4108,1,Pyaar Ke Side Effects,27,2019-02-15,2006,3,60,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
s4109,1,Sur: The Melody of Life,2379,2019-02-15,2002,5,109,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
s4110,2,The 43,1,2019-02-15,2019,3,4,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.
s4111,1,The Breaker Upperers,2380,2019-02-15,2018,3,61,"For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel."
s4112,2,The Kirlian Frequency,1,2019-02-15,2017,5,4,"In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina."
s4113,1,Ugly Aur Pagli,2382,2019-02-15,2008,5,30,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
s4114,1,Yucatán,2383,2019-02-15,2018,3,89,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.
s4115,2,Barbie Dreamhouse Adventures,1,2019-02-14,2018,7,22,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.
s4116,1,"Ken Jeong: You Complete Me, Ho",1674,2019-02-14,2019,3,98,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
s4117,2,Velvet Colección,1,2019-02-14,2018,5,3,"In the late '60s, fashion designer Ana enlists friends Clara, Pedro and Raúl to open a store and design school in Barcelona in this ""Velvet"" spinoff."
s4118,1,Period. End of Sentence.,2384,2019-02-12,2018,6,160,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence."
s4119,2,Iron Ladies,1,2019-02-09,2018,5,4,Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.
s4120,2,The Break,1,2019-02-09,2018,3,3,"A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets."
s4121,1,High Flying Bird,2065,2019-02-08,2019,3,5,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
s4122,1,Kevin Hart's Guide to Black History,2385,2019-02-08,2019,6,56,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
s4123,2,One Day at a Time,1,2019-02-08,2019,6,22,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom."
s4124,1,ReMastered: The Two Killings of Sam Cooke,2386,2019-02-08,2019,3,99,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
s4125,1,The Tree of Blood,2387,2019-02-08,2018,3,73,"As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession."
s4126,2,The Last of the Schmucks,1,2019-02-07,2017,3,4,"The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple."
s4127,2,Hidden Worlds,1,2019-02-05,2018,5,4,"While investigating an actress’s supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep."
s4128,2,Live,1,2019-02-05,2018,3,4,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.
s4129,1,"Ray Romano: Right Here, Around the Corner",1564,2019-02-05,2019,3,83,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
s4130,2,Safe,1,2019-02-05,2018,3,4,"After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him."
s4131,2,Tayee,1,2019-02-05,2018,3,4,An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.
s4132,2,Violet Evergarden,1,2019-02-05,2018,5,4,"The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past."
s4133,2,Romance is a bonus book,1,2019-02-03,2019,5,4,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.
s4134,1,Await Further Instructions,2388,2019-02-02,2018,3,5,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV."
s4135,1,Manusangada,2389,2019-02-02,2017,5,37,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
s4136,1,14 Minutes from Earth,2390,2019-02-01,2016,3,78,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
s4137,1,Dear Ex,239,2019-02-01,2018,3,34,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
s4138,1,Free Rein: Valentine's Day,1,2019-02-01,2019,10,145,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
s4139,1,Lego DC Comics: Batman Be-Leaguered,2394,2019-02-01,2014,8,148,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
s4140,1,LEGO Marvel Super Heroes: Black Panther,2395,2019-02-01,2018,8,148,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
s4141,1,LEGO Marvel Super Heroes: Guardians of the Galaxy,1,2019-02-01,2017,7,148,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
s4142,2,Littlest Pet Shop: A World of Our Own,1,2019-02-01,2018,8,3,"In Paw-Tucket, pets of all types form friendships, pursue their passions and have a great time being themselves."
s4143,2,Russian Doll,1,2019-02-01,2019,3,4,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.
s4144,2,Sparta,1,2019-02-01,2018,3,4,"While investigating the mysterious death of a teacher, a grizzled detective gets caught up in the world of a high-stakes virtual reality game."
s4145,2,Sword Art Online Alternative: Gun Gale Online,1,2019-02-01,2018,3,4,College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.
s4146,1,True: Happy Hearts Day,1,2019-02-01,2019,7,144,"True and Bartleby try to cheer up the Rainbow Kingdom’s loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?"
s4147,1,Velvet Buzzsaw,2396,2019-02-01,2019,9,41,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
s4148,1,Hantu Kak Limah,2397,2019-01-31,2018,6,23,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her."
s4149,1,Love Off the Cuff,112,2019-01-31,2017,3,60,Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.
s4150,2,Paprika,1,2019-01-31,2018,7,4,Stan and Olivia – the amazingly different Paprika twins – use their boundless enthusiasm to turn everyday life into an extraordinary adventure.
s4151,1,Maharaja: The Story of Ranjit Singh,2398,2019-01-30,2010,5,197,"The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature."
s4152,1,Virsa,1967,2019-01-30,2010,5,9,A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
s4153,1,Bhasmasur,2399,2019-01-29,2017,5,99,"In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
s4154,1,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",792,2019-01-29,2019,5,5,"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019."
s4155,1,High Society,2400,2019-01-29,2018,3,109,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
s4156,1,Up Among  The Stars,2401,2019-01-29,2018,3,64,"A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
s4157,1,Alt-Right: Age of Rage,2402,2019-01-28,2018,3,20,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
s4158,1,Habibie & Ainun,2403,2019-01-28,2012,5,6,"This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives."
s4159,1,Nathicharami,2404,2019-01-28,2018,3,53,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
s4160,1,Rudy Habibie,755,2019-01-28,2016,5,52,"A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia."
s4161,1,Surga Yang Tak Dirindukan,2405,2019-01-28,2015,5,57,"After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first."
s4162,1,Surga Yang Tak Dirindukan 2,755,2019-01-28,2017,5,51,"In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle."
s4163,2,A Taiwanese Tale of Two Cities,1,2019-01-27,2018,3,4,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters."
s4164,2,Z Nation,1,2019-01-27,2018,3,13,"A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine."
s4165,1,Goyo: The Boy General,2407,2019-01-26,2018,3,75,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
s4166,1,Animas,2408,2019-01-25,2018,3,33,A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
s4167,2,Black Earth Rising,1,2019-01-25,2018,3,4,"Adopted by a human rights attorney after the Rwandan genocide, legal investigator Kate Ashby confronts her past when she takes on war crimes cases."
s4168,2,Club of Crows,1,2019-01-25,2019,3,10,A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of “Nosotros los Nobles.”
s4169,2,Examination of Conscience,1,2019-01-25,2019,3,4,"Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts."
s4170,1,Mi Obra Maestra,2410,2019-01-25,2018,3,24,"A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
s4171,1,Polar,1,2019-01-25,2019,3,51,"An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out."
s4172,2,The Perfect Match,1,2019-01-25,2017,5,4,"A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance."
s4173,2,Conversations with a Killer: The Ted Bundy Tapes,1,2019-01-24,2019,3,4,"Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy."
s4174,1,Just Love,2411,2019-01-24,2018,3,25,"Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
s4175,2,Innocent,2413,2019-01-23,2017,3,4,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets."
s4176,1,Close,1,2019-01-18,2019,3,38,"When attackers target the heiress she's protecting, battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back."
s4177,1,FYRE: The Greatest Party That Never Happened,796,2019-01-18,2019,3,28,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
s4178,1,IO,2414,2019-01-18,2019,5,25,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
s4179,2,Marvel's The Punisher,1,2019-01-18,2019,3,3,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.
s4180,2,Memory Love,1,2019-01-18,2017,5,4,"Losing her memory – and her boyfriend – after a car accident, Jia-en crosses paths with a heart transplant recipient who helps her recall her past."
s4181,1,Old Lord Savanna,2415,2019-01-18,2018,5,25,This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
s4182,1,Patria,1154,2019-01-18,2019,3,2,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
s4183,1,Soni,598,2019-01-18,2018,3,19,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
s4184,2,The World's Most Extraordinary Homes,1,2019-01-18,2019,10,22,Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.
s4185,2,Trigger Warning with Killer Mike,1,2019-01-18,2019,3,4,"In this funny and provocative series, rapper and activist Killer Mike puts his revolutionary ideas about achieving social change into action."
s4186,1,Abducted in Plain Sight,2416,2019-01-15,2017,5,2,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
s4187,1,"Abdullah, The Final Witness",2417,2019-01-15,2016,5,33,"Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
s4188,1,Adhugo,1,2019-01-15,2018,5,24,A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.
s4189,1,Echcharikkai,206,2019-01-15,2018,5,9,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
s4190,2,Lavender,1,2019-01-15,2002,5,4,"Before one of them moves to the U.S., two childhood friends promise to reunite as adults. But illness and the vagaries of the heart stand in the way."
s4191,1,Pandigai,2418,2019-01-15,2017,3,6,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
s4192,1,Pari,2419,2019-01-15,2018,5,27,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
s4193,1,Revenger,2420,2019-01-15,2018,3,36,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
s4194,1,Sebastian Maniscalco: Stay Hungry,2421,2019-01-15,2019,3,95,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
s4195,1,The Doll,2226,2019-01-15,2016,3,20,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films."
s4196,1,The Doll 2,2226,2019-01-15,2017,3,49,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
s4197,2,La Grande Chaumière Violette,1,2019-01-14,2016,5,4,"Reminiscing about his youth in Taiwan's turbulent 1920s, Guo Xuehu reflects on his passion for art, a friendship with a painter – and a doomed romance."
s4198,1,Baazaar,2422,2019-01-13,2018,3,73,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon."
s4199,1,All of You,1169,2019-01-11,2017,3,8,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them."
s4200,2,Back with the Ex,1,2019-01-11,2018,3,4,New beginnings or old baggage? Four singles have one chance to reignite romance with an ex – or leave the past behind for good.
s4201,2,Friends from College,1,2019-01-11,2019,3,3,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age."
s4202,2,Hardy Bucks,1,2019-01-11,2018,3,10,"A circle of young men entertain vague ambitions involving quick cash, women and showbiz in this mockumentary on small-town Irish life in County Mayo."
s4203,2,Horrid Henry,1,2019-01-11,2019,8,3,"To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool."
s4204,1,ReMastered: Massacre at the Stadium,2423,2019-01-11,2019,3,95,"The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds."
s4205,1,Solo,2424,2019-01-11,2018,3,5,"In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events."
s4206,1,The Last Laugh,2425,2019-01-11,2019,3,32,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
s4207,2,Pocoyo,1,2019-01-10,2017,7,10,Discovery is the name of the game for friendly toddler Pocoyo in this lifelike and richly colored animated adventure series for preschoolers.
s4208,2,When Heroes Fly,1,2019-01-10,2018,3,4,"Years after a bitter falling out, four Israeli military veterans reunite and travel to Colombia in search of a loved one they'd presumed to be dead."
s4209,1,GODZILLA The Planet Eater,2426,2019-01-09,2018,6,5,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
s4210,1,Next Enti?,2428,2019-01-09,2018,5,49,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
s4211,1,Komola Rocket,2429,2019-01-07,2018,5,38,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed."
s4212,1,Nang Nak,2430,2019-01-05,1999,3,63,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away."
s4213,1,And Breathe Normally,2431,2019-01-04,2018,5,36,An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.
s4214,1,El Potro: Unstoppable,2432,2019-01-04,2018,3,31,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life."
s4215,1,Lionheart,2433,2019-01-04,2018,6,38,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world."
s4216,2,See You in Time,1,2019-01-04,2017,5,4,A series of mysterious text messages from the future sends ripples through the lives of a delivery woman and an accomplished cyclist.
s4217,2,Déjà Vu,1,2019-01-02,2013,5,4,"After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price."
s4218,1,Monty Python and the Holy Grail,2434,2019-01-02,1975,4,47,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
s4219,2,A Series of Unfortunate Events,1,2019-01-01,2019,6,22,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets."
s4220,1,Back to the 90s,2436,2019-01-01,2015,5,21,"When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage."
s4221,2,COMEDIANS of the world,1,2019-01-01,2019,3,151,This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.
s4222,1,Merku Thodarchi Malai,2437,2019-01-01,2018,3,30,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
s4223,1,Moshe Kasher: Live in Oakland,2178,2019-01-01,2012,3,15,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
s4224,1,Pokémon the Movie: I Choose You!,1790,2019-01-01,2017,8,19,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh."
s4225,1,Puriyatha Puthir,2438,2019-01-01,2017,3,60,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
s4226,1,Taramani,2439,2019-01-01,2017,3,86,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
s4227,2,The Paper,1,2019-01-01,2018,3,3,A construction magnate takes over a struggling newspaper and attempts to wield editorial influence for power and personal gain.
s4228,2,Tidying Up with Marie Kondo,1,2019-01-01,2019,6,4,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter – and choose joy."
s4229,1,Whitney Cummings: Money Shot,2440,2019-01-01,2010,3,44,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
s4230,1,Bill Hicks: One Night Stand,2440,2018-12-31,1991,3,157,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
s4231,1,Bill Hicks: Reflections,1,2018-12-31,2015,3,113,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness."
s4232,1,Bill Hicks: Relentless,2441,2018-12-31,1992,3,15,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
s4233,1,Bill Hicks: Revelations,2441,2018-12-31,1993,3,197,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
s4234,1,Bill Hicks: Sane Man,2442,2018-12-31,1989,3,91,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
s4235,1,Gina Yashere: Laughing to America,2444,2018-12-31,2013,3,96,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name."
s4236,1,Gina Yashere: Skinny B*tch,1,2018-12-31,2008,3,117,"Standup comedian and ""Daily Show"" correspondent Gina Yashere delivers a sharp set of wry observations on the environment, money and more."
s4237,1,Mexicanos de Bronce,2445,2018-12-31,2016,3,34,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
s4238,1,Sam Kinison: Breaking the Rules,2446,2018-12-31,1987,3,158,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
s4239,1,Sam Kinison: Family Entertainment Hour,2446,2018-12-31,1991,3,116,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
s4240,1,Sam Kinison: Live in Vegas,2446,2018-12-31,1991,3,127,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
s4241,1,Sam Kinison: The Scream Continues,1,2018-12-31,2016,3,123,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
s4242,1,Secrets in the Hot Spring,1,2018-12-31,2018,5,55,"When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst."
s4243,1,Taylor Swift reputation Stadium Tour,996,2018-12-31,2018,6,6,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic."
s4244,1,The Seven Deadly Sins the Movie: Prisoners of the Sky,2447,2018-12-31,2018,5,34,"The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
s4245,1,Tim Allen: Men Are Pigs,2448,2018-12-31,1990,3,171,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
s4246,1,Tim Allen: ReWires America,1,2018-12-31,1991,3,171,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves."
s4247,1,Tim Minchin And The Heritage Orchestra Live,2449,2018-12-31,2011,3,165,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy."
s4248,1,Tim Minchin: So F**king Rock,2449,2018-12-31,2008,3,9,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.
s4249,1,Todd Glass: Stand-Up Special,2178,2018-12-31,2012,3,102,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
s4250,1,Tom Papa Live in New York City,2450,2018-12-31,2011,5,156,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
s4251,2,Pioneers: First Women Filmmakers*,1,2018-12-30,1925,5,4,"This collection restores films from women who tackled hot-button issues, transcended norms, and left a mark on the history of cinema and the industry."
s4252,2,In Family We Trust,1,2018-12-29,2018,3,4,"When the head of the lucrative family business passes away, his will leaves the clan at extreme odds."
s4253,1,A Twelve Year Night,2451,2018-12-28,2018,3,31,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
s4254,1,Black Mirror: Bandersnatch,1,2018-12-28,2018,3,203,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
s4255,2,Hashoter Hatov,1,2018-12-28,2015,3,4,An honest – though overzealous – police officer strives to do good work while dealing with his bickering parents and incompetent coworkers.
s4256,1,Life Ki Toh Lag Gayi,2452,2018-12-28,2012,3,62,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
s4257,2,Murder Mountain,1,2018-12-28,2018,3,4,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again."
s4258,2,Selection Day,1,2018-12-28,2018,5,4,Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.
s4259,1,The Birth Reborn 3,2453,2018-12-28,2018,5,122,"This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films."
s4260,1,When Angels Sleep,2454,2018-12-28,2018,3,25,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events."
s4261,2,Stand Up and Away! with Brian Regan,1,2018-12-24,2018,6,4,Brian Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.
s4262,2,Way Back into Love,1,2018-12-24,2011,5,4,"After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast."
s4263,2,Watership Down,2455,2018-12-23,2018,6,4,A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.
s4264,2,Demon's Path,1,2018-12-22,2018,5,4,"To catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death."
s4265,2,People Just Do Nothing,1,2018-12-22,2018,3,13,Spinning old-school beats is just another day at the office for the naive DJs of a pirate radio station who juggle family life with their passion.
s4266,2,Single Ladies Senior,1,2018-12-22,2018,3,4,Four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.
s4267,2,7 Days Out,1,2018-12-21,2018,6,4,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food."
s4268,1,Bad Seeds,2456,2018-12-21,2018,3,24,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
s4269,1,Bird Box,2457,2018-12-21,2018,9,26,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
